t_s,e_y_m,theta_ref0_deg,theta_real_deg,tau_Nm,v_real_kmh,v_target_kmh,u_cmd,gas,brake,loop_dt_ms
15.068,-2.8675,20.483,18.726,0.1119,76.28,75.6,0.546,0.546,0.0,26.99
15.12,-2.8971,15.297,17.59,-0.2158,76.5,75.6,0.522,0.522,0.0,29.26
15.172,-2.9118,15.724,16.788,0.0071,76.48,75.6,0.524,0.524,0.0,30.39
15.218,-2.9219,18.764,17.362,0.1639,76.27,75.6,0.547,0.547,0.0,25.87
15.273,-2.9442,13.836,16.409,-0.193,76.05,75.6,0.571,0.571,0.0,30.44
15.317,-2.9535,15.146,15.996,0.0421,75.99,75.6,0.577,0.577,0.0,24.38
15.367,-2.956,18.138,16.561,0.1221,76.12,75.6,0.562,0.562,0.0,24.04
15.421,-2.9758,13.36,15.538,-0.202,76.33,75.6,0.541,0.541,0.0,27.55
15.474,-2.9801,14.977,14.833,0.0086,76.42,75.6,0.531,0.531,0.0,30.64
15.518,-2.9814,15.83,15.086,0.1093,76.26,75.6,0.548,0.548,0.0,24.72
15.57,-2.9956,11.165,13.916,-0.19,76.06,75.6,0.57,0.57,0.0,26.61
15.63,-2.9967,12.572,13.31,0.038,76.04,75.6,0.572,0.572,0.0,35.86
15.683,-2.9939,15.137,13.87,0.1416,76.18,75.6,0.556,0.556,0.0,38.75
15.737,-3.0049,10.482,12.92,-0.1912,76.38,75.6,0.536,0.536,0.0,41.83
15.784,-3.0055,12.676,12.542,0.0466,76.48,75.6,0.524,0.524,0.0,38.79
15.827,-3.0033,14.877,13.446,0.1659,76.35,75.6,0.539,0.539,0.0,32.22
15.875,-3.0141,10.705,12.91,-0.1697,76.12,75.6,0.564,0.564,0.0,29.85
15.926,-3.0157,13.703,12.842,0.0467,75.91,75.6,0.586,0.586,0.0,30.82
15.971,-3.0123,15.901,13.746,0.1334,75.99,75.6,0.576,0.576,0.0,25.15
16.019,-3.0258,11.852,13.2,-0.1709,76.29,75.6,0.545,0.545,0.0,23.06
16.077,-3.029,13.836,12.949,0.0222,76.54,75.6,0.518,0.518,0.0,30.43
16.126,-3.0306,15.632,13.777,0.1419,76.54,75.6,0.518,0.518,0.0,28.77
16.175,-3.0446,11.649,13.244,-0.1611,76.34,75.6,0.54,0.54,0.0,27.84
16.23,-3.051,13.879,13.238,0.0549,76.11,75.6,0.565,0.565,0.0,32.68
16.279,-3.0553,17.468,14.512,0.1785,75.9,75.6,0.587,0.587,0.0,31.15
16.326,-3.0725,13.387,14.26,-0.1685,75.96,75.6,0.579,0.579,0.0,27.57
16.387,-3.0831,15.751,14.479,0.0571,76.27,75.6,0.547,0.547,0.0,37.62
16.445,-3.0926,18.083,15.894,0.1745,76.58,75.6,0.514,0.514,0.0,46.1
16.488,-3.1,21.949,18.16,0.1683,76.66,75.6,0.505,0.505,0.0,38.08
16.529,-3.1294,17.901,18.406,-0.2031,76.53,75.6,0.519,0.519,0.0,28.82
16.578,-3.1441,21.232,19.117,0.0736,76.3,75.6,0.544,0.544,0.0,27.19
16.626,-3.1669,16.829,18.56,-0.1522,76.07,75.6,0.569,0.569,0.0,25.41
16.678,-3.1835,19.117,18.681,0.0752,75.98,75.6,0.577,0.577,0.0,27.21
16.728,-3.1979,22.061,19.851,0.1506,76.09,75.6,0.567,0.567,0.0,26.67
16.781,-3.2197,17.34,19.251,-0.2062,76.28,75.6,0.546,0.545,0.0,29.01
16.831,-3.2325,18.542,18.831,0.0043,76.41,75.6,0.532,0.532,0.0,29.12
16.879,-3.2415,20.405,19.199,0.0952,76.39,75.6,0.535,0.535,0.0,26.42
16.926,-3.244,21.038,19.91,0.0607,76.17,75.6,0.557,0.557,0.0,23.01
16.976,-3.2603,16.132,18.78,-0.2322,75.97,75.6,0.579,0.579,0.0,22.7
17.026,-3.2587,16.465,17.754,-0.0248,75.98,75.6,0.578,0.578,0.0,22.24
17.073,-3.2502,17.132,17.548,0.0785,76.21,75.6,0.553,0.553,0.0,19.21
17.132,-3.2546,11.644,15.8,-0.2223,76.43,75.6,0.53,0.53,0.0,28.4
17.18,-3.2413,13.003,14.546,0.0078,76.46,75.6,0.527,0.527,0.0,26.23
17.228,-3.2224,13.716,14.385,0.1089,76.25,75.6,0.549,0.549,0.0,23.64
17.284,-3.2168,8.722,12.833,-0.1998,76.04,75.6,0.572,0.572,0.0,28.93
17.331,-3.1943,9.729,11.71,0.0056,76.01,75.6,0.575,0.575,0.0,25.65
17.38,-3.1666,11.196,11.696,0.1158,76.18,75.6,0.557,0.557,0.0,24.86
17.434,-3.152,6.588,10.38,-0.1823,76.38,75.6,0.536,0.536,0.0,27.84
17.483,-3.1217,7.564,9.374,-0.0027,76.44,75.6,0.528,0.528,0.0,26.82
17.531,-3.0882,9.284,9.15,0.0741,76.25,75.6,0.549,0.549,0.0,24.9
17.584,-3.0645,5.094,7.773,-0.1687,76.05,75.6,0.57,0.57,0.0,26.46
17.633,-3.029,5.661,6.725,-0.0023,76.06,75.6,0.57,0.57,0.0,25.94
17.681,-2.9923,5.919,6.387,0.0627,76.23,75.6,0.551,0.551,0.0,23.96
17.736,-2.9654,2.406,5.134,-0.1396,76.41,75.6,0.531,0.531,0.0,27.67
17.786,-2.928,3.83,4.496,0.0422,76.44,75.6,0.529,0.529,0.0,28.09
17.833,-2.8917,5.56,4.948,0.13,76.24,75.6,0.55,0.549,0.0,24.27
17.884,-2.8682,3.145,4.624,-0.0926,76.08,75.6,0.568,0.568,0.0,25.3
17.936,-2.8364,5.752,4.859,0.0666,76.11,75.6,0.563,0.563,0.0,26.94
17.984,-2.808,7.942,6.009,0.1361,76.26,75.6,0.548,0.548,0.0,24.84
18.039,-2.7924,5.659,6.17,-0.0979,76.37,75.6,0.536,0.536,0.0,28.88
18.091,-2.7721,8.52,6.788,0.0694,76.39,75.6,0.533,0.533,0.0,30.48
18.134,-2.7532,10.793,8.293,0.1455,76.22,75.6,0.552,0.552,0.0,23.41
18.187,-2.7467,8.651,8.749,-0.0939,76.05,75.6,0.571,0.571,0.0,26.81
18.239,-2.7357,11.254,9.442,0.0489,76.1,75.6,0.565,0.565,0.0,28.52
18.287,-2.7247,13.252,10.797,0.1168,76.26,75.6,0.548,0.548,0.0,26.11
18.338,-2.7237,10.609,10.973,-0.1175,76.39,75.6,0.535,0.535,0.0,27.2
18.386,-2.7176,12.424,11.22,0.0162,76.39,75.6,0.533,0.533,0.0,24.47
18.436,-2.71,13.535,12.054,0.0905,76.19,75.6,0.555,0.555,0.0,24.73
18.484,-2.7006,15.111,13.245,0.079,76.02,75.6,0.574,0.574,0.0,22.09
18.537,-2.7027,11.834,12.99,-0.1604,76.08,75.6,0.568,0.568,0.0,24.83
18.589,-2.6926,12.557,12.729,-0.0097,76.28,75.6,0.546,0.546,0.0,26.73
18.637,-2.6795,13.537,12.895,0.0504,76.44,75.6,0.529,0.529,0.0,23.84
18.691,-2.6758,10.183,12.019,-0.1396,76.42,75.6,0.53,0.53,0.0,27.45
18.739,-2.6595,10.362,11.216,-0.0204,76.22,75.6,0.552,0.552,0.0,26.01
18.784,-2.6406,10.261,10.833,0.0305,76.03,75.6,0.573,0.573,0.0,21.07
18.839,-2.6278,6.54,9.454,-0.1524,76.07,75.6,0.569,0.569,0.0,25.1
18.886,-2.6048,6.763,8.26,-0.0223,76.26,75.6,0.548,0.548,0.0,22.55
18.939,-2.5763,6.926,7.602,0.0332,76.42,75.6,0.531,0.531,0.0,24.62
18.995,-2.5553,3.492,6.14,-0.1352,76.4,75.6,0.533,0.533,0.0,30.52
19.046,-2.5281,3.696,5.02,-0.0032,76.2,75.6,0.554,0.554,0.0,30.8
19.09,-2.4962,4.225,4.681,0.0698,76.02,75.6,0.574,0.574,0.0,25.02
19.142,-2.4724,1.442,3.674,-0.105,76.06,75.6,0.57,0.57,0.0,26.49
19.192,-2.4445,2.712,3.119,0.0279,76.27,75.6,0.547,0.547,0.0,25.47
19.243,-2.4149,4.311,3.486,0.1093,76.46,75.6,0.526,0.526,0.0,26.37
19.296,-2.3969,2.169,3.179,-0.0812,76.46,75.6,0.526,0.526,0.0,29.47
19.344,-2.3761,4.433,3.47,0.0727,76.28,75.6,0.545,0.545,0.0,26.83
19.391,-2.356,7.284,4.759,0.1496,76.11,75.6,0.565,0.565,0.0,23.53
19.444,-2.349,5.584,5.216,-0.0712,76.11,75.6,0.563,0.563,0.0,26.32
19.492,-2.3392,8.098,6.1,0.0756,76.23,75.6,0.551,0.551,0.0,24.47
19.545,-2.3326,11.011,7.817,0.1471,76.34,75.6,0.54,0.54,0.0,27.16
19.597,-2.328,13.82,9.953,0.1186,76.36,75.6,0.537,0.537,0.0,28.39
19.648,-2.3387,11.925,10.764,-0.1106,76.16,75.6,0.558,0.558,0.0,29.34
19.692,-2.3421,13.925,11.664,0.0409,75.98,75.6,0.578,0.578,0.0,23.33
19.743,-2.3455,16.058,13.1,0.1061,76.05,75.6,0.571,0.571,0.0,24.29
19.796,-2.3605,13.246,13.268,-0.1269,76.31,75.6,0.543,0.543,0.0,26.67
19.847,-2.367,14.542,13.528,0.0188,76.48,75.6,0.524,0.524,0.0,27.65
19.895,-2.3717,15.705,14.342,0.0863,76.41,75.6,0.533,0.533,0.0,25.02
19.948,-2.3858,12.717,14.037,-0.1279,76.22,75.6,0.552,0.552,0.0,28.19
19.996,-2.39,14.198,13.897,0.0125,76.01,75.6,0.575,0.575,0.0,25.64
20.044,-2.3913,14.953,14.268,0.0664,76.02,75.6,0.574,0.574,0.0,22.77
20.098,-2.3996,11.064,13.353,-0.1666,76.22,75.6,0.552,0.552,0.0,27.23
20.148,-2.3974,11.667,12.607,-0.0083,76.42,75.6,0.531,0.531,0.0,27.02
20.195,-2.39,11.919,12.438,0.0544,76.45,75.6,0.527,0.527,0.0,23.11
20.271,-2.3895,8.064,11.181,-0.1577,76.25,75.6,0.549,0.549,0.0,49.31
20.297,-2.378,8.766,10.158,-0.0113,76.02,75.6,0.574,0.574,0.0,25.41
20.345,-2.3612,8.979,9.805,0.0578,75.96,75.6,0.58,0.58,0.0,23.08
20.399,-2.3513,5.103,8.428,-0.1552,76.16,75.6,0.558,0.558,0.0,26.57
20.447,-2.3307,5.618,7.219,-0.0246,76.43,75.6,0.529,0.529,0.0,24.43
20.505,-2.3061,5.503,6.69,0.0527,76.5,75.6,0.522,0.522,0.0,31.95
20.549,-2.2863,2.373,5.447,-0.1181,76.31,75.6,0.542,0.542,0.0,26.29
20.601,-2.2592,3.205,4.599,0.0118,76.11,75.6,0.565,0.565,0.0,27.39
20.644,-2.2311,4.143,4.504,0.0755,76.01,75.6,0.574,0.574,0.0,19.59
20.699,-2.2068,1.428,3.671,-0.1064,76.14,75.6,0.561,0.561,0.0,24.88
20.75,-2.1806,2.386,3.162,0.0163,76.36,75.6,0.538,0.538,0.0,25.22
20.799,-2.1533,3.744,3.318,0.0749,76.44,75.6,0.529,0.529,0.0,23.93
20.851,-2.1237,4.952,3.825,0.0545,76.24,75.6,0.55,0.55,0.0,25.36
20.898,-2.1066,3.111,3.559,-0.0902,76.07,75.6,0.569,0.569,0.0,23.05
20.955,-2.0837,3.91,3.436,0.0106,76.11,75.6,0.563,0.563,0.0,28.75
21.002,-2.0594,5.151,3.904,0.0783,76.27,75.6,0.547,0.547,0.0,25.71
21.054,-2.0466,3.641,3.842,-0.0577,76.39,75.6,0.535,0.535,0.0,27.14
21.104,-2.0291,4.949,4.171,0.0524,76.39,75.6,0.533,0.533,0.0,27.43
21.153,-2.0127,7.133,5.257,0.1172,76.2,75.6,0.554,0.554,0.0,25.82
21.202,-2.007,5.755,5.656,-0.0581,76.05,75.6,0.571,0.571,0.0,24.62
21.252,-1.9985,8.03,6.364,0.057,76.1,75.6,0.564,0.564,0.0,24.49
21.302,-1.9912,9.835,7.546,0.0909,76.29,75.6,0.545,0.545,0.0,24.37
21.353,-1.9923,7.995,7.811,-0.0866,76.4,75.6,0.532,0.532,0.0,24.73
21.402,-1.9902,9.415,8.106,0.0132,76.38,75.6,0.536,0.536,0.0,23.48
21.453,-1.9871,10.576,8.865,0.0752,76.18,75.6,0.556,0.556,0.0,24.15
21.502,-1.9842,11.428,9.823,0.0543,76.02,75.6,0.574,0.574,0.0,23.03
21.558,-1.9903,9.05,9.686,-0.1196,76.09,75.6,0.565,0.565,0.0,28.47
21.607,-1.9879,10.085,9.631,0.0068,76.3,75.6,0.544,0.544,0.0,27.55
21.654,-1.9828,11.123,10.115,0.0733,76.42,75.6,0.53,0.53,0.0,24.02
21.722,-1.9883,8.488,9.698,-0.1089,76.37,75.6,0.537,0.537,0.0,42.13
21.765,-1.9841,9.354,9.432,0.0065,76.16,75.6,0.558,0.558,0.0,34.44
21.808,-1.9767,10.241,9.738,0.0705,75.96,75.6,0.58,0.579,0.0,27.49
21.856,-1.9785,7.289,9.091,-0.1223,76.0,75.6,0.575,0.575,0.0,25.48
21.906,-1.9704,8.014,8.558,-0.0067,76.27,75.6,0.547,0.547,0.0,25.03
21.952,-1.9593,8.434,8.493,0.0467,76.5,75.6,0.522,0.522,0.0,21.11
22.01,-1.9557,5.677,7.645,-0.1115,76.49,75.6,0.524,0.524,0.0,28.75
22.056,-1.9438,6.386,7.032,0.0032,76.28,75.6,0.546,0.546,0.0,24.56
22.108,-1.9283,6.793,6.988,0.058,76.11,75.6,0.565,0.565,0.0,26.21
22.165,-1.9212,4.118,6.186,-0.1074,76.1,75.6,0.566,0.566,0.0,32.48
22.208,-1.9058,5.093,5.617,0.0046,76.2,75.6,0.554,0.554,0.0,25.84
22.254,-1.8885,5.979,5.715,0.0733,76.33,75.6,0.541,0.541,0.0,21.19
22.311,-1.8796,3.594,5.123,-0.0929,76.34,75.6,0.54,0.54,0.0,27.63
22.362,-1.8637,4.635,4.839,0.0223,76.13,75.6,0.561,0.561,0.0,28.53
22.407,-1.8477,5.714,5.178,0.0772,75.96,75.6,0.579,0.579,0.0,23.24
22.46,-1.8385,3.715,4.856,-0.0806,76.07,75.6,0.568,0.568,0.0,25.3
22.508,-1.8255,5.018,4.788,0.0243,76.36,75.6,0.537,0.537,0.0,23.38
22.559,-1.8126,6.185,5.262,0.0733,76.5,75.6,0.522,0.522,0.0,24.14
22.61,-1.7995,7.454,6.044,0.0596,76.32,75.6,0.542,0.542,0.0,24.42
22.675,-1.7969,5.763,6.02,-0.0853,76.13,75.6,0.561,0.561,0.0,39.41
22.725,-1.7869,6.808,6.154,0.0214,75.99,75.6,0.577,0.577,0.0,39.05
22.766,-1.7768,7.853,6.758,0.0702,76.02,75.6,0.574,0.574,0.0,29.54
22.823,-1.7755,5.844,6.599,-0.0855,76.25,75.6,0.549,0.549,0.0,36.64
22.869,-1.7681,6.971,6.604,0.0174,76.49,75.6,0.523,0.523,0.0,32.04
22.913,-1.7601,8.133,7.124,0.0722,76.55,75.6,0.517,0.517,0.0,25.29
22.966,-1.7595,6.175,6.934,-0.081,76.37,75.6,0.537,0.537,0.0,28.57
23.017,-1.7538,7.218,6.874,0.0114,76.17,75.6,0.557,0.557,0.0,28.65
23.07,-1.747,8.128,7.267,0.0613,75.98,75.6,0.578,0.578,0.0,31.42
23.118,-1.7463,5.968,6.918,-0.09,76.02,75.6,0.573,0.573,0.0,29.85
23.166,-1.7408,6.752,6.738,0.0115,76.26,75.6,0.548,0.548,0.0,27.09
23.214,-1.734,7.488,7.003,0.0558,76.48,75.6,0.524,0.524,0.0,24.87
23.264,-1.7258,8.466,7.495,0.0409,76.48,75.6,0.525,0.525,0.0,24.06
23.321,-1.726,6.299,7.118,-0.1042,76.28,75.6,0.546,0.546,0.0,30.56
23.379,-1.7188,6.9,6.893,0.0082,76.09,75.6,0.567,0.567,0.0,38.3
23.414,-1.7099,7.625,7.16,0.0608,76.07,75.6,0.569,0.569,0.0,22.99
23.469,-1.7079,5.339,6.689,-0.0937,76.17,75.6,0.557,0.557,0.0,28.21
23.517,-1.6995,6.216,6.385,0.0069,76.33,75.6,0.541,0.541,0.0,24.85
23.562,-1.689,6.898,6.575,0.0583,76.39,75.6,0.535,0.535,0.0,19.89
23.619,-1.686,4.85,6.126,-0.0826,76.2,75.6,0.554,0.554,0.0,26.93
23.667,-1.6764,5.757,5.886,0.0134,76.02,75.6,0.573,0.573,0.0,24.19
23.716,-1.6652,6.48,6.094,0.0543,76.08,75.6,0.568,0.568,0.0,23.59
23.769,-1.6608,4.268,5.591,-0.0921,76.29,75.6,0.545,0.545,0.0,26.0
23.819,-1.6505,5.031,5.245,0.0044,76.44,75.6,0.528,0.528,0.0,25.22
23.87,-1.6385,5.87,5.419,0.0606,76.43,75.6,0.529,0.529,0.0,26.66
23.917,-1.6326,3.948,5.008,-0.0757,76.24,75.6,0.55,0.55,0.0,23.36
23.968,-1.6227,4.788,4.789,0.0126,76.06,75.6,0.569,0.569,0.0,23.49
24.019,-1.612,5.621,5.019,0.055,76.1,75.6,0.564,0.564,0.0,23.9
24.069,-1.6072,3.886,4.686,-0.0707,76.25,75.6,0.549,0.549,0.0,23.66
24.12,-1.5985,4.835,4.529,0.0131,76.37,75.6,0.536,0.536,0.0,24.64
24.171,-1.589,5.719,4.886,0.0662,76.36,75.6,0.537,0.537,0.0,25.05
24.218,-1.5861,4.123,4.699,-0.0635,76.17,75.6,0.557,0.557,0.0,22.34
24.268,-1.5806,5.373,4.827,0.0375,76.03,75.6,0.573,0.573,0.0,21.99
24.338,-1.5748,6.931,5.543,0.0866,76.11,75.6,0.563,0.563,0.0,41.37
24.378,-1.5692,8.374,6.591,0.0713,76.34,75.6,0.54,0.54,0.0,30.7
24.424,-1.5744,6.604,6.72,-0.0918,76.47,75.6,0.525,0.525,0.0,27.24
24.471,-1.5723,8.289,7.044,0.0317,76.3,75.6,0.544,0.544,0.0,23.69
24.52,-1.5703,9.332,7.9,0.0856,76.13,75.6,0.561,0.561,0.0,22.9
24.582,-1.5781,7.381,7.939,-0.0841,76.1,75.6,0.564,0.564,0.0,34.45
24.626,-1.5778,8.627,8.1,0.0183,76.2,75.6,0.554,0.554,0.0,27.46
24.672,-1.5762,9.748,8.699,0.0669,76.31,75.6,0.543,0.543,0.0,23.06
24.726,-1.5839,7.579,8.485,-0.0927,76.35,75.6,0.539,0.539,0.0,26.33
24.773,-1.5837,8.237,8.365,0.0057,76.26,75.6,0.548,0.548,0.0,23.74
24.82,-1.5815,9.036,8.62,0.0482,76.09,75.6,0.567,0.567,0.0,19.69
24.878,-1.5838,6.538,8.056,-0.1054,76.12,75.6,0.563,0.563,0.0,27.42
24.926,-1.58,6.842,7.549,-0.0117,76.25,75.6,0.549,0.549,0.0,25.3
24.975,-1.5736,7.165,7.419,0.035,76.35,75.6,0.539,0.539,0.0,23.95
25.022,-1.5646,7.253,7.375,0.0074,76.36,75.6,0.537,0.537,0.0,20.52
25.077,-1.5612,4.835,6.533,-0.1129,76.15,75.6,0.559,0.559,0.0,25.47
25.121,-1.5494,4.836,5.705,-0.0275,75.99,75.6,0.576,0.576,0.0,19.48
25.175,-1.5348,4.503,5.116,0.0044,76.09,75.6,0.565,0.565,0.0,23.59
25.225,-1.5246,2.12,3.998,-0.0944,76.34,75.6,0.54,0.54,0.0,23.46
25.273,-1.5079,1.78,3.075,-0.0117,76.44,75.6,0.528,0.528,0.0,20.58
25.327,-1.4902,2.112,2.779,0.0553,76.25,75.6,0.548,0.548,0.0,24.68
25.383,-1.4781,0.513,2.172,-0.0539,76.08,75.6,0.568,0.568,0.0,29.76
25.431,-1.4614,1.79,2.018,0.0423,76.1,75.6,0.564,0.564,0.0,27.71
25.482,-1.445,3.35,2.529,0.0873,76.25,75.6,0.549,0.549,0.0,29.11
25.528,-1.436,1.962,2.507,-0.0566,76.38,75.6,0.535,0.535,0.0,24.1
25.579,-1.4255,3.629,2.755,0.037,76.39,75.6,0.533,0.533,0.0,25.46
25.629,-1.4157,5.08,3.557,0.0859,76.2,75.6,0.554,0.554,0.0,25.23
25.677,-1.4072,6.307,4.667,0.0711,76.04,75.6,0.572,0.572,0.0,23.32
25.728,-1.4078,5.178,5.044,-0.0636,76.11,75.6,0.563,0.563,0.0,23.45
25.78,-1.4038,6.797,5.529,0.0283,76.31,75.6,0.543,0.543,0.0,25.72
25.835,-1.4002,8.024,6.384,0.0685,76.43,75.6,0.529,0.529,0.0,29.84
25.881,-1.4047,6.651,6.584,-0.0615,76.35,75.6,0.539,0.539,0.0,26.24
25.931,-1.4048,7.698,6.826,0.0128,76.17,75.6,0.557,0.557,0.0,25.47
25.984,-1.4041,8.343,7.366,0.05,76.0,75.6,0.576,0.576,0.0,28.25
26.028,-1.4082,6.561,7.216,-0.0774,76.06,75.6,0.57,0.57,0.0,21.69
26.077,-1.4077,6.939,7.059,-0.0062,76.29,75.6,0.545,0.545,0.0,20.98
26.128,-1.4054,7.669,7.177,0.0328,76.46,75.6,0.527,0.527,0.0,21.24
26.18,-1.4065,5.803,6.715,-0.0769,76.41,75.6,0.533,0.533,0.0,23.26
26.233,-1.4034,5.822,6.357,-0.0014,76.22,75.6,0.552,0.552,0.0,25.71
26.273,-1.3982,6.129,6.302,0.0296,76.04,75.6,0.572,0.572,0.0,15.54
26.331,-1.3953,3.987,5.625,-0.0888,76.1,75.6,0.564,0.564,0.0,23.15
26.378,-1.3879,4.476,5.101,-0.0022,76.28,75.6,0.546,0.546,0.0,20.21
26.43,-1.3782,4.569,4.908,0.0279,76.39,75.6,0.535,0.535,0.0,21.11
26.484,-1.3671,4.749,4.879,0.0161,76.36,75.6,0.537,0.537,0.0,25.44
26.532,-1.3602,2.835,4.231,-0.0874,76.16,75.6,0.558,0.558,0.0,23.43
26.585,-1.3477,3.238,3.797,0.0073,76.0,75.6,0.576,0.576,0.0,25.49
26.63,-1.3337,3.703,3.779,0.043,76.08,75.6,0.567,0.567,0.0,19.72
26.684,-1.3243,2.03,3.288,-0.0668,76.31,75.6,0.542,0.542,0.0,23.61
26.736,-1.311,2.695,3.005,0.012,76.45,75.6,0.527,0.527,0.0,25.19
26.784,-1.2971,3.425,3.162,0.0516,76.34,75.6,0.54,0.54,0.0,22.62
26.835,-1.2891,2.102,2.909,-0.0517,76.14,75.6,0.56,0.56,0.0,23.36
26.884,-1.2766,3.087,2.884,0.023,75.99,75.6,0.577,0.577,0.0,22.32
26.938,-1.2651,3.806,3.24,0.0523,76.1,75.6,0.564,0.564,0.0,25.67
26.987,-1.2577,2.552,3.127,-0.0531,76.35,75.6,0.538,0.538,0.0,24.47
27.038,-1.2483,3.493,3.165,0.0171,76.45,75.6,0.527,0.527,0.0,25.29
27.085,-1.2389,4.412,3.582,0.0544,76.27,75.6,0.547,0.547,0.0,22.62
27.132,-1.2298,5.257,4.146,0.035,76.1,75.6,0.566,0.565,0.0,18.96
27.186,-1.2269,4.016,4.107,-0.0645,76.13,75.6,0.561,0.561,0.0,23.13
27.239,-1.2195,4.474,4.115,0.0052,76.26,75.6,0.548,0.548,0.0,25.25
27.285,-1.2113,5.092,4.472,0.0489,76.36,75.6,0.538,0.538,0.0,21.04
27.342,-1.2091,3.792,4.362,-0.0527,76.34,75.6,0.539,0.539,0.0,28.56
27.388,-1.2021,4.63,4.424,0.0201,76.14,75.6,0.56,0.56,0.0,23.87
27.439,-1.1949,5.63,4.883,0.0576,75.99,75.6,0.576,0.576,0.0,24.15
27.489,-1.1931,4.194,4.798,-0.0599,76.09,75.6,0.567,0.567,0.0,24.94
27.54,-1.1867,4.763,4.752,0.0025,76.33,75.6,0.541,0.541,0.0,24.89
27.59,-1.1794,5.345,4.914,0.0274,76.45,75.6,0.527,0.527,0.0,24.74
27.637,-1.1762,3.961,4.618,-0.0584,76.27,75.6,0.547,0.546,0.0,21.63
27.688,-1.1691,4.23,4.301,-0.0131,76.11,75.6,0.565,0.565,0.0,22.26
27.74,-1.1604,4.209,4.109,0.0063,76.13,75.6,0.561,0.561,0.0,23.84
27.793,-1.1551,2.695,3.521,-0.062,76.26,75.6,0.548,0.548,0.0,26.61
27.84,-1.1457,2.428,3.021,-0.0083,76.37,75.6,0.537,0.537,0.0,23.59
27.889,-1.1351,2.86,2.918,0.038,76.37,75.6,0.537,0.537,0.0,22.43
27.94,-1.129,1.594,2.513,-0.0457,76.16,75.6,0.558,0.558,0.0,23.41
27.992,-1.1193,2.347,2.401,0.0268,76.0,75.6,0.575,0.575,0.0,24.37
28.042,-1.1094,3.46,2.793,0.0664,76.1,75.6,0.565,0.565,0.0,24.45
28.091,-1.1053,2.269,2.74,-0.0483,76.34,75.6,0.54,0.54,0.0,22.88
28.146,-1.0985,3.302,2.916,0.03,76.44,75.6,0.529,0.529,0.0,27.82
28.194,-1.0922,4.648,3.513,0.0651,76.24,75.6,0.55,0.55,0.0,25.77
28.24,-1.0916,3.63,3.649,-0.0436,76.09,75.6,0.567,0.567,0.0,21.77
28.296,-1.0882,4.778,3.912,0.0225,76.12,75.6,0.562,0.562,0.0,27.59
28.343,-1.0851,5.362,4.39,0.0391,76.27,75.6,0.547,0.547,0.0,24.0
28.394,-1.0871,4.183,4.363,-0.0539,76.39,75.6,0.533,0.533,0.0,25.15
28.442,-1.0863,5.162,4.443,0.0141,76.4,75.6,0.534,0.534,0.0,22.97
28.492,-1.0855,5.503,4.799,0.0414,76.2,75.6,0.554,0.554,0.0,22.91
28.549,-1.0846,6.385,5.376,0.0432,76.04,75.6,0.572,0.572,0.0,28.98
28.595,-1.089,4.972,5.32,-0.0683,76.09,75.6,0.566,0.566,0.0,25.29
28.651,-1.0887,5.553,5.482,0.0286,76.28,75.6,0.546,0.546,0.0,30.38
28.696,-1.0881,6.799,6.053,0.0626,76.46,75.6,0.526,0.526,0.0,25.09
28.75,-1.092,5.256,5.999,-0.0673,76.46,75.6,0.526,0.526,0.0,28.8
28.798,-1.0913,6.186,6.094,0.0189,76.26,75.6,0.548,0.548,0.0,26.65
28.846,-1.0899,6.738,6.462,0.0415,76.09,75.6,0.567,0.567,0.0,24.35
28.896,-1.0909,5.054,6.208,-0.0741,76.11,75.6,0.563,0.563,0.0,23.89
28.945,-1.0872,5.101,5.881,-0.019,76.24,75.6,0.55,0.55,0.0,22.89
28.997,-1.0809,5.195,5.595,-0.0057,76.36,75.6,0.538,0.538,0.0,24.32
29.048,-1.072,4.512,5.227,-0.0214,76.36,75.6,0.537,0.537,0.0,25.11
29.096,-1.0636,2.657,4.357,-0.0829,76.18,75.6,0.556,0.556,0.0,22.48
29.148,-1.0495,1.511,3.414,-0.0406,76.03,75.6,0.572,0.572,0.0,24.54
29.199,-1.0312,1.369,2.573,-0.0187,76.12,75.6,0.562,0.562,0.0,25.05
29.248,-1.013,-0.246,1.516,-0.0595,76.33,75.6,0.541,0.541,0.0,23.68
29.299,-0.9924,-0.921,0.669,-0.0075,76.41,75.6,0.531,0.531,0.0,25.04
29.355,-0.9693,-1.457,0.095,0.0084,76.28,75.6,0.546,0.546,0.0,30.22
29.398,-0.946,-2.505,-0.602,-0.0373,76.1,75.6,0.566,0.566,0.0,22.86
29.45,-0.9212,-1.965,-1.003,0.0171,76.11,75.6,0.563,0.563,0.0,24.61
29.501,-0.8975,-1.449,-1.136,0.0234,76.24,75.6,0.55,0.55,0.0,25.03
29.552,-0.8729,-1.161,-1.143,0.0129,76.36,75.6,0.538,0.538,0.0,25.92
29.599,-0.8504,-1.539,-1.28,-0.0184,76.39,75.6,0.533,0.533,0.0,22.5
29.651,-0.8276,-1.816,-1.375,0.001,76.21,75.6,0.553,0.553,0.0,24.36
29.701,-0.8069,-0.891,-1.311,0.019,76.06,75.6,0.57,0.57,0.0,23.39
29.748,-0.7866,-0.866,-1.229,0.0046,76.12,75.6,0.562,0.562,0.0,20.57
29.803,-0.767,-0.888,-1.067,0.0141,76.28,75.6,0.546,0.546,0.0,24.77
